review_title,review_body,rating,review_date
I enjoyed,"First I would like to say that I don't expect the purge movies to be Oscar worthy movies. I'm looking for a little action and thrill. That being said, I think this movies was okay. The people that are complaining about race, are mostly white people. The fact of the matter is Racism is real, and there is a divide. The undertone of all the purges is that the minority are exploited and targeted the most, and with every new purge it becomes more obvious. The purge movies may be a little stereotypical in terms of that racism, but it's no different than black characters in majority white movies being portrayed as stereotypical blacks, so stop complaining. In fact it is different because it doesn't happen often.

I enjoyed this movie, I was tuned in. The fighting was definitely the best in all of the purges. It was more skilled, more precise. The story was different than I expected, but overall not bad. I would watch again, and I wish I supported it in the movie theater.",7.0,24 November 2018
One of the worst purge movies...,,2.0,12 May 2019
Good start of the purge series,Easy watchable purge movie. Kinda explain the unrightness of the purge day.,6.0,12 December 2020
a strange - but i think - true notice about the movie,,3.0,29 October 2021
Loved it,"The best of the series in my opinion. As a guy growing up in Detroit, this hit home for me. If the government were to ever initiate something like this, it would definitely be in a lower income community. Ultimately though, I think it was just trying to point out how the the government is against us all and we're so busy fighting amongst each other to see the bigger picture.",8.0,6 October 2018
"Nicely done,just not to get too political about it)))","For me personally,this film was entertaining action film...I just try not to spoil the experience by overthinking all the racial and political problems they ridiculously staffed this film with...Anyhow,in my opinion,every government is the most evil and scary organization in every country,who just builds power and riches for the elite,doing so on the bones of majority of us...I don't want to divide people by religions or races or whatever...we are all slaves to the almighty 1%...so,people,just relax and don't purge by giving a fictional film unnecessary too low rating))))))))",6.0,14 November 2020
Purge franchisen has fallen far down the ranks,,3.0,3 September 2021
No Connection with the Characters or Story,"Each the characters, the story, and the now-average action falls short when it comes to the sympathy we possess for the tension. The story of The First Purge is obvious and predictable, but the characters and savagery fails to save how terribly boring, dumb and foreseeable the film is.

The First Purge's plot sounds thoroughly interesting and you'll most likely engage into the tale, all before feeling disappointment for the lack of interest you feel. The characters are unlikeable and clearly make dumb choices from beginning to end. Although it honestly gets mildly cheesy, the fourth Purge instalment would also have to be the most violent film of the series so far, despite the action being the most enjoyable ingredient in the film.

But it's only the violent action that's enjoyable. The rest of The First Purge is predictably boring and you'll very likely miss the ability to connect with the characters and story. After this unnecessary continuation, another Purge film is not needed, or even wanted.

If you liked this review, check out the full review and other reviews at aussieboyreviews.",3.0,11 June 2021
Smart idea poor execution,"So I finally watched the new Purge movie at the theater. I've been a fan of the series since the first. No, they are not the best horror movies, but I always enjoyed the premise and they are mildly entertaining.

The new film acts as a prequel to the series. Here we get to see the the start of a state sponsored social experiment that would morph into the Purge. From its origins we are introduced to the best aspects of this film. It plays as a direct political satire on far right ideology.

This is easily the most directly political movie in the franchise. It directly takes shots at political manipulation, racial inequality, collusion, and gun violence.

The movie has a number of smart concepts it wants to address, but that does not make a smart movie. In the end the film plays far more like an exploitation film against those grievances then a horror film.

There are absolutely zero elements of horror or suspense in the movie. Unlike the previous films there's not even any cool gore to keep you entertained to substitute for the lack of a coherent story.

There is a surprising amount of action in the movie, but most of it was ridiculously unrealistic. For some reason all of the protagonist had super ninja fighting skills that really felt out of place. It was an odd choice that further made this movie more of a B movie action exploitation film.

On top of that the movie really didn't have characters as much as they were caricatures. The good guys were gangsters with a heart of gold against the evil government sponsored foreign death squads. Not the most compelling writing.

In the end this movie had a message and concept that could have made a good movie. Unfortunately it was weighted down by poor writing, cheesy action, and zero horror elements. It still was a B fun movie and was better than the last two films the series, but no where close to the original. A 5.75 out of 10.",6.0,1 October 2018
Just dreadful,Don't waste your time with this pile of utter garbage. Bad acting. Dreadful script. Political and racial themes are laid on thicker than my freshly tattooed eye brows. A poor poor effort. WTF were you thinking.,1.0,21 September 2018
crap crap crap,"This is the first time I'm leaving a review here. I had to because this crappy film was one of the worse films I have ever seen. I had high expectations of this film because of the others purge films. I should of realize from the opening credits that it was going to be bad, little did I know how bad. The acting ,the story ,the acting I was surprised I lasted 45 minutes. I have the other purge films in my collection but this one won't be part of it. Please don't watch it.",,25 September 2018
The Purge: The Early Years,,6.0,9 July 2018
2 stars for the laughs,,2.0,12 July 2018
"Jesus Christ, that's Jason Blum",,7.0,9 July 2018
"Easily the worst movie of the last ten years, if not all time.",,1.0,4 November 2018
Ignore the hate,Too many violence? Close your eyes babies! Great movie and highly recommended. One of the best purges.,8.0,8 July 2018
One Of The Stronger Films In The Series,"This franchise has an inbuilt high-concept which makes it potential box-office gold: the ticking clock format, the opportunity for creative and widespread destruction/action set-pieces and (in the case of the first film) a very limited geographical setting for the action to play out. This instalment wisely returns to that last aspect by taking us back to the first 'experiment' purge taking place on Staten Island. It's largely successful, and one of the more effective entries in the series - not without faults, it remains taut and exciting and offering the most direct social-political commentary of any of the movies so far. This series started years before the current political drift to far-right nationalism, but in setting up a concept that works on the division between rich and poor and the cold-blooded machinations of the powerful on the powerless, this series has more to say than it's sometimes given credit for. It's precisely the sort of film that well-meaning types furrow their brows at and shake their hands about, saying 'Look what we've become ... how evil pop culture is'; when in reality missing that it's really saying 'Look where we may be headed'. It's easy to argue hypocrisy about such films, and of course, there is a degree of having your cake and eating it going on; but the reality is that those who watch violent films and play violent games are rarely the people who commit real-world violent acts. Like them or hate them, these may be films we should be paying more attention to.",7.0,3 July 2020
Worst Purge Movie...,"I am a fan of the first three even though there were subtle political messages. This one was solely focused on politics, racial inequality and white vs minority. The entertainment factor went out the window. Shame...",1.0,30 October 2018
This is NOT what the Purge was about!,"This has nothing to do with the original Purge. The first 2 movies had absolutely NOTHING to do with race. This movie had terrible music, a boring plot, NO real characters, the acting was poor, etc...Why did they have to destroy a great series that EVERYONE enjoyed! I'm glad I used a free pass...even THAT was too much!",1.0,23 July 2018
Pretty heavy on the allegory.,"No doubt The First Purge, prequel to The Purge, takes allegory to its limits whereby it just misses being a straight commentary on the ills of a modern racist and classist society. I am the first to enjoy the metaphorical parallels of any horror film, but this one is bent on pushing home without subtlety the evils of white, totalitarian governments.

For 12 hours, the US is a punishment-free land, a plan seemingly devised by psychologists to release anger in the populace and to thin out the ranks of the underclass. Crime never seemed so undesirable as there is no punishment to give it an edge or satisfaction in pulling it off and eluding justice. Yet, somehow, the creeps finally emerge to blow away troublesome voters and tiresome do gooders.

However, it is a chance for gangs to eliminate each other and the authorities to manipulate the proceedings to give a favorable outcome to obvious racist and class discrimination. The major set is in a project on Staten Island, peopled by mostly blacks and some Latinos. The violence and bad stuff is aimed at them, and the resistance is a tribute to their abilities to bond and fight the establishment.

If you mated A Clockwork Orange with any mediocre dystopian production, beyond the few layers of political meaning, The First Purge is a cautionary tale about the need for brotherhood and the dangers of an authoritarian regime spreading propaganda about working for the good of the people. Seems to me I've heard that song before.",,9 July 2018
Good addition to the series,"Interesting how when black people are the protagonist in movies and white people are the antagonists, people get their panties in a bunch.",7.0,25 February 2019
Weak Politics & Powerful Violence,"'The First Purge,' not to be confused with the original 'Purge' film, despite the title issue that will inevitably cause misunderstandings in future conversations about the franchise, isn't much different from the other films in the series.

Sure, it dabbles in politics, making an attempt, but it never successfully articulates a message with any thoughtfulness or depth. Any political statement made is merely surface-level and clearly not rooted in anything resembling research or understanding. Other than that, the focus is on violence, which is abundant albeit cheaply made. It feels video game-like at times.

The events of the story open with news coverage of a speech from the president elect, who comes from a new political party that bears a likeness to the Alt Right and calls itself The New Founding Fathers of America. The party gained momentum after promising to rebuild the country after an economic collapse. Now the new president has sanctioned an experiment in Long Island that will make all crime legal, including murder, for 12 hours. They call it The Purge.

Okay, so now we know how it all started. Sort of. The film would benefit from added exposition on The Purge experiment. I'd like to see more about the scientific backing and the legal process that led to the experiment's approval, but that's not what most viewers paid to see, so I understand.

At least the movie made a meager effort to depict the events that preceded the first Purge, even if none of it was very well developed. Thankfully the politics do not overwhelm the movie. The filmmakers seemingly decided to get all that stuff out of the way early, then mention it only a few brief times later amidst the carnage and purging. There's also twist that everyone will see coming a mile away, but that's easy to look past.

All considered, the movie doesn't quite beat you over the head with its politics-it's more like a moderate slap to the face. I suppose I applaud the writers for making a socially conscious effort, I just wish they had made a better one.

On the bright side, the acting is solid, especially the two leads. They're the most redeemable part of the movie. Y'lan Noel, the leading man, has the makings of a possible star. Hopefully his terrific performance is not forgotten along with an otherwise forgettable movie.",4.0,12 July 2018
Why the hate peeps?,"6.7/8 ...... It seems to me that many people look for a reason to bash a movie based on race, religion, politics, etc. If you can watch this with the understanding that it's just a movie without an agenda, I think you'll enjoy it. The casting was great and the three main characters (which I've never seen before) did a phenomenal job in their roles. I look forward to seeing each of them as their careers go forward. And I cannot forget to give credit to the evil Skeletor character. He gave me the creeps within the first 10 seconds he appeared. Well done!!!! Though many reviews on here see this movie as being racially oppressive or biased. I saw it as Good vs. Evil. And I found it better than many prequels to other movies. Thank you for reading my review. I am a MovieFreak! rUaMovieFreak2",7.0,20 November 2020
I had to watch,"Before you criticize me for watching The First Purge just know that I had to. I've watched every Purge movie so I couldn't just stop. I'm too heavily invested by this point. Every Purge movie has been equally lousy too but I always remain hopeful. I'm so enchanted by the premise that I keep believing that one of these movies will turn out great.

For those of you that may be unfamiliar with the premise: the purge is a single 12 hour period observed in the U.S. each year in which all crimes are legal up to and including murder. As was mentioned in The Purge (2013); due to Purge Day overall crime is down, as well as poverty and unemployment. Economically, the U.S. is thriving because of this celebrated holiday. The Purge featuring Ethan Hawke focused on one family and their quaint neighborhood. The Purge: Anarchy widened the scope and followed a band of people throughout a city. The Purge: Election Year followed the politicians and those dedicated to ending The Purge as a holiday. Which brings us to The First Purge.

The First Purge is just that: the very first Purge. We get to see how the Purge was introduced and it just so happened to be introduced in Staten Island, New York. There was a financial incentive for the participants to help kick it off. There was no secret as to why it began in a depressed, poverty stricken place like Staten Island since financial incentives would appeal a lot more to those in most need.

The First Purge is probably the worst of the four installments. Instead of using subtleties and cleverness to state their message they assumed the audience was dumb and spelled out what was happening and why it was bad. The heroine in the movie is a fearless do-gooder and the antagonist(s) were mostly racist, capitalist white men. Not that I disagree with that, but I do disagree with the absence of tact, discretion and overall intelligence. They could've tried to make the bad guys less obviously bad guys.

The Purge, however despicable, remains a concept that is very intriguing. Too bad it's been botched so many times. If they care to make another attempt (which I hope they don't) they really should take the time to make a more intelligent script, less annoying characters and less Gestapo-like plots.",5.0,6 July 2018
A bad horror but an enjoyable action movie,"As a horror film, The First Purge fails miserably as it relies entirely on jump scares, none of which are genuinely scary or effective. However, it's still an enjoyable movie due to a good pace, good performances from its cast and enjoyable and well filmed action sequences. Overall, it's enjoyable but given the concept and premise it should have been much better.",6.0,20 December 2018
Horrifying,,1.0,16 April 2019
Here the action is better than the horror n it has a character known as skeletor who is downright insane n creepy.,"As a fan of the franchise I enjoyed this film.

The movie has sufficient action but somehow the tension is missing.

A horror thriller without good music is empty.

Tension filled music is lacking in this installment.

Nevertheless, a good one time watch for fans of the franchise.

EDITED my review on (19/07/2021) after revisiting it with my family on a dvd which i own as i am on a Purge movie marathon.

This is the fourth installment in the Purge franchise and a prequel showing how the United States came to the point of accepting the Purge Night. It shows how it originated as an experiment confined to Staten Island with the promise that those who stay on the island for its duration will be paid a large sum of money.

This time i found it to be far fetched. A local goon taking on lottuva mercenaries and that too alone is a big meh.

Also the character skeletor disappears for a longer duration n suddenly pops out of nowhere but that too for a tiny moment.",8.0,19 September 2018
it was just good,"I was expecting more story. i mean it's the first purge. you expecting more from a social experiment and some people with anger issues. also it was very small. the half part of the movie was kind of boring. but you 'll see what you expect... deaths, guns and lot of crazy people. i think it's the worst of the serie. but its watchable for sure.",7.0,20 September 2018
stereo-tipical racist what América does not need right now,"I am an american-mexican, and watching this god awful movie ; just reminded how racist Hollywood and overall the US can be and just had to write my first imdb review ever. Not a good one.

Nothing but bad acting, by B actors, except tormei who should be ashamed. I mean Everything is black and not trying to be racist but what ta hell ....? They are really giving being black in America a bad name here. I had to walk out of the movie theater ; most mexicans do not get the cultural references displayed here or under tones but it is just really bad time to take out this movie in this toxic environment. People should be empowered not denigrated.

Overall the worst movie so far of 2018 sorry....",1.0,20 July 2018
The First Purge will hopefully be the last.,"The infamous low budget political horror franchise finally gets a prequel, and really was the wisest instalment to make. Our eternal question of ""how did the Purge start?"" is answered in an all too familiar formula that is overstuffed with subtextual layers. The NFFA have won the vote and are now conducting a sociological experiment that allows communities to vent aggression, in a bid to cull the population of America. DeMonaco withdrew from the directing chair and focused on writing a screenplay that would further explain the political and economical agendas of the Purge. Marginalised communities raging against oppression, an experiment that enables lower class civilians to reduce their own population by murdering themselves whilst the oppressors gain monetary benefits and make America ""a nation reborn"". The Purge has always been a hot topic, particularly in today's political climate, and the concept remains prevalent in this fourth chapter. The gritty violence and dystopian abstraction does make for some general entertainment, particularly one action scene on a stairwell, and will raise questions involving morality. DeMonaco involves you in this night of carnage, he allows you to cast your own opinion. Consequently, this resulted in his script to be overindulged in various subtextual components that no longer remain implicit. Discussions regarding overpopulation, oppression, crime and politics felt unnecessarily basic, as if he was holding our hand through these ""difficult"" topics. Unable to balance specific elements, he then also tries to tackle the psychological analysis behind the experiment, using an underused and unrecognisable Tomei as the creator of the experiment, yet fails to garner any real interest. It's all too basic and all too familiar. Nothing new is implemented to differentiate this entry from the rest. More uninteresting and underdeveloped characters from a similar community that the other films depict must survive the night where everyone instantly showcases lunacy. Yawn! A prequel brimming with rudimentary jump scares and a lack of conceptual progression.",5.0,6 July 2018
Lost a lot of it's shock value this time around.,"'THE FIRST PURGE': Three and a Half Stars (Out of Five)

The forth film in the popular horror flick series, and a prequel to the others, about the very first annual 'Purge' (a 12-hour yearly period where all violent crime is legal, including murder). The slasher flick was written by series creator James DeMonaco once again, who this time handed directing duties over to Gerard McMurray. It stars Y'Lan Noel, Marisa Tomei, Lex Scott Davis, Mugga, Joivan Wade, Luna Lauren Velez and Kristen Solis. The gory sequel has received mixed reviews from critics so far (just like the others), but it's also a very profitable hit at the Box Office as well (just like the others too). I found it to be the least well made, and effective of the series, but it's still definitely worth watching (if you're a horror movie fan).

The New Founding Fathers of America (NFFA), lead by Dr. May Updale (Tomei), first come up with the sociological experiment known as 'The Purge', in order to reduce the crime rate and restore the economy. It's tested solely in an isolated poor community (of mostly minorities), and people are offered money to participate. The test at first doesn't go as planned, and the NFFA takes matters into their own hands (in order to force it's success). The experiment of course then becomes adapted nationwide, leading to the events of the first three films.

The movie is violent and disturbing, just like the others, but it's definitely lost a lot of it's shock value this time around. It also just doesn't seem nearly as fresh and original anymore, or as thought-provoking. I like that it stars mostly minorities though (that's always a good thing), and Tomei makes a nice domineering villain (for a change). I think the film will be a lot more impressive, and entertaining, to those who haven't seen the other three films at least.",7.0,13 July 2018
I honestly feel embarrassed for everyone involved in this!,"I know all the purge films have a semi political agenda, what with it being led by the NFFA, but this prequel to the series is racially political. Apparently, nearly all impoverished black Americans are willing to resort to extreme crime to solve their money issues, not only that, but there are no poor white people in the Staten Island community. This film not only plays far too much into the hands of stereotypes, it's also badly written, badly executed-and with the exception of a few cast members-really badly acted. I only made it half way through before my constant eye rolling became so painful I had to turn it off",1.0,22 April 2019
Fun as hell!,"I found this prequel to ""The Purge"" to be one of the more entertaining films in the franchise. Growing up in The Bronx it was refreshing to see a horror movie take place in the projects of Staten Island, as opposed to the usual suburbs we see in most horror films. But don't get it twisted, this isn't ""Purge in the hood"". By that I mean it's not a parody. Its laughable, yes, and not by any means a profound film. I did, however, find it to be a smart way of showing of how the Purge came about. Other than that, check your brain at the door for an entertaining film and even creepy at times. Its a fun B-Film, don't expect anything more.",,2 March 2020
Prequel of a franchise running out of steam fast,,7.0,22 July 2018
Poorly Put Together,"Ignoring the forced political white knight attitude, the bland plot with generic action movie sequences, embarrassingly under-written characters, and seemingly early 90's special effects, The First Purge manages to keep me barely interested for just under 90 minutes and nothing more.",4.0,4 July 2018
Fun Popcorn movie,"I enjoyed this film.

I thought Purge Anarchy was goddam awful. Election was ok in parts.

This has a cheesy flow to it but the action is spot on and creates some really cool actions scenes.

The political message is heavy handed and in your face. Poor black area gets dessimated by white KKK and facist stereotypes during The First Purge.

Or are they ???

Its divisive and heavy handed in thst respect but at the same time it never takes itself seriously enough with all the mayhem occurring and corny dialogue.

Take it for what is and chill. None of it is real !!! yet....",7.0,19 September 2018
Waste os time,"Absolutely trash. The movie contain nothing and the storyline is so boring. Actually,I don't expect much from this kind of movie,but it is beyond the word ""rubbish"".",1.0,12 March 2019
Fairytales of The First Purge,,8.0,22 July 2018
It's not that bad,"I don't know what other reviewers were expecting, but this movie is not as bad as others suggest. Don't get me wrong; it's not the Godfather. But if you are looking for an action movie with a little bit of plot, this is a good one watch, drink beer, and order a pizza.",6.0,12 September 2021
So bad I even had to create profile here,"You could name in ""The Purge: White Bad, Black Good."" The whole movie is just garbage.",1.0,6 August 2020
"Race baiting garbage,",It seems we can't go more than a couple weeks anymore without some movie playing out the far left narratives. This movie has no redeeming qualities. Avoid at all costs.,1.0,22 September 2018
Good film,"I can understand all of the complaints about racial bias, but this is still a pretty good film. Much better than the first (contrary to other opinions). The first had bad acting and bad directing. This one is much better. Good fight scenes, and interesting characters.",7.0,23 May 2019
Decently Solid Characters Carry An Unrealistic Yet Enjoyable Gore-athon,"For the most part, I was entertained by The First Purge, which may be because I've never seen a Purge movie before. The film is able to maintain acceptable quality due to its adequate characters. Unfortunately, they're situated in an unconvincing universe where implausible events occur. There's clearly a polticial message present during the runtime about modern-day, corrupt governmental treatment imposed upon lower-ranked American citizens. Whether you agree with the statements or not presented in the picture, you have to give props to the filmmakers for putting something somewhat compelling in a film aimed towards gore-fest junkies. (Verdict: C+)",4.0,4 July 2018
Alot of hate here,"It really makes me wonder if every hater comment on here is caucasian...I'm guessing yes. I thought this movie was as good as the other Purge movies....about what I expected. What was so special about the other Purge movies from this one? Nothing.....except maybe this issue I am bringing up in here. There wasn't any bad acting. Skeletor got my attention for sure.....I don't want that dude anywhere near me!! For the record I am white as well as you haters, just not at all happy with the way other races STILL get treated. We are all going to be the same color in 500 years, so just accept it!!",6.0,29 March 2019
Deep into the mud,"The mud because I thought that after the previous AMERICAN NIGHTMARE film, we already reached the bottom of the lake. But I just realized that maybe we did, but we still had to get deeper, deeper than the bottom is digging into the mud. See? It is absolutely unbearable to watch such crap, so full of anti Trump clichés - and believe me, I am not a pro Trump either - but no, I could definitely not make it. The forever Good Black people vs the forever Evil White ones, all shown as KKK goons. Only idiots full of popcorn in the mouth can appreciate such garbage. Watch THE PURGE series instead, believe me, it is far far better than this. More intelligent, brilliant and totally cliche ridden, though following the same basic line, but describing the characters very deeply.",1.0,12 July 2020
Wasn't too bad,"I feel like I'm being slightly generous with a 6, but hey ho I'm going with it.

I thought this film was a tale of 2 parts. The first half of the film just didn't sell me in, the lack of character depth being the main issue for me. I just didn't really care about anybody, because it didn't really tell me who they were.

Second half of the film was much better, some good action scenes took place and it was just overall a lot better than the first 45 mins or so. Some questionable decisions made by the main characters which bugged me, which I won't spoil. But it's not game changing.

It's not a bad film to be honest, expected a lot worse judging by the reviews. It's a good film to watch whilst stuck in quarantine!",6.0,31 May 2020
"Stinks so bad, flies hover over this film like buzzards","Stinks so bad, flies hover over this film like buzzards.

I'm not even sure why this film is considered horror. It doesn't have the jumpscares for younger people, doesn't have much of a story for adults. In fact, the screenplay is pretty convoluted. The film makes a drug lord from the streets of Staten Island the hero in this movie by fighting back trained black-ops type of mercenaries, Russian soldiers, cops, biker gangs, White, Black, and Red hooded Klansman, Quadcopters that shoot bullets at citizens and his own drug thugs who hire to hoes to snuff him out. Kinda reminds me of Mel Brooks films but without the funny parts. The story is consistently interrupted by fake news footage and politicians on TVs. But none of this stuff makes sense or is remotely scary.

A brother and sister walk out in the open streets trying to get somewhere in the middle of the Purge instead of doing the most basic commonsense thing to do, to find refuge for hiding until the purge is over.",1.0,21 September 2018
Loved it! Why the negative reviews?,"I thought this was the best of them all, so did my friends. Why the negative reviews? I went in with an open minded and was pleasently surprised. Good characters for once, charachter development, the story wasn't all ocer the place and the actions scenes were great. Definetily not a 1/10 movie, you whiny people can't have seen a bad movie in your lives. It's not the best movie i've ever seen but it's not the worst either.",9.0,10 July 2018
"popcorn hollywood movie! worth watching, not worth spending money on...","A 90+mins action movie, what do u expect?

TLDR: A simple message (the purge, ya know) explosions, guns and gore...

Have I seen better movies? hell yeah! Have I seen worse? Please dont get me started...

-The End

Location: Staten Island, some black ghetto area Time: well, pretty much right now, First Purge says it all Protagonists: a good christian black girl (+family/friends), a somehow good black weapon/drug dealer Antagonists: a thanos-like government (get rid of the cancer in society), white supremacists

Most entertaining are actually all the 1* reviews here: ""most racist blabla"", ""blaxpoitation 2.0"" (learnt a new word here), ""race baiting..."" whoever wrote this obviously doesnt know how to choose a film worth watching, and thats the big issue here

KKK-like mercenaries are getting whooped by black ghetto drug dealers makes u wanna cry? u better stay away from this movie! Is it necessary to have a social conflict to add some flavour to a film? Definitely!

If something like The Purge ever becomes reality, these 1* review writers are the first ones to participate, trying to regain their social and racial pride... and all that while we people from the ""normal"" world, outside the USA, are laughing our butts off... 😂😂😂",6.0,20 September 2018
The First Purge reveals itself as a ridiculous race film,,1.0,19 October 2018
Boring,I read the other reviews about racism and how this movie was just boring not nearly as good as the others and they were totally right!,2.0,20 March 2019
Not sure where they were even going with this story line?,"Ummm? Horrible story line & plot, it really made no sense. Yes they showing tge Purge Test but then it just became STUPID, i don't know if ill watch another Purge.",7.0,21 September 2018
Inciting a Race War,,2.0,3 October 2018
Good harmless fun,I saw all the bad reviews and was expecting it to be awful. Was a good film. A bit of escapism for 90 minutes amongst all the current problems going on,7.0,6 November 2020
A once watchable franchise murdered on the table of hollywood politics,"The concept of the purge thrilled me when i first encountered it.. loved the concept, the mental twist. Wasnt always so hot but still watchable and enjoyable. But this crap? Boy oh boy.. was constantly being slapped with the political undertone. The delivery of the whole movie unbelievably lax.. thank goodness i didnt put anything aside to watch it. Hollywood needs to seriously check itself",1.0,21 September 2018
It was allright,"Definitely had some good parts, but overall the movie had soooo much potential, and it felt like a very random and uneccesary sequel. Like a Purge 4 if there were several in the franchise",6.0,30 January 2021
Um what?,,1.0,23 March 2020
Who is ready to Purge?,"I know I'd be looking to purge all the people who review these movies and give movies like this a bad review. This is a horror film. If you don't like horror, then you shouldn't be watching this movie. This movie is on par with its two predecessors and only lags behind the original. By comparison to other horror films that get released on a daily basis, this is top notch, don't let the bad reviews scare you away. If you liked the other Purge movies, then you'll enjoy this one.",9.0,5 July 2018
"Okay on it's own, bland compared to the first three installments.","'The First Purge' is the fourth installment of the Purge franchise, and is a prequel which takes us back all the way to when the first purging happened: as an experiment staged in Staten Island which served as a precursor to what is now known as an annual event. People were asked to participate in exchange for money if and when they survive the 12 hour experiment, where any form of killing becomes legal. The movie tells us that purging is anti-poor and that people in power will use whatever means possible in order to either exploit them and make more money or eliminate them if they are determined as useless and is contributing to the depletion of valuable resources. So the question is, if it was you, would you have stayed for the money or flee to safety?

The movie in a way is still a testament to the current political climate, where in order for one party to succeed the other must suffer. No ifs, ands or butts. You're either for or against an idea, but the concept of being critical but still in support of the administration is considered alien and unfathomable. Unfortunately this is a little lost in the storytelling which focused heavily on the background of the characters involved, making the 98 minute affair a little bland compared to its predecessors. Maybe explaining how it all started lessened the fear factor because we know the motivation and therefore can process why what's happening is happening. Not knowing what's going on is half of what scares us, the other is finding out and not being able to do anything about it.

Aside from this, there is a Purge TV series released the same year, and a fifth and apparently the final movie set for next year. While the idea seems saturated, there are still more stories to be told and I wouldn't be surprised if there's a reboot a couple of years from now. Until then all we can do is wait out the 12-hour period and hope that next year they can make The Purge great again.",6.0,22 March 2020
Time for this crummy series to end.,"While none of these are destined to be Oscar winners, this one is the absolute worst. Let's have some more race baiting crap like this. Apparently no white people live on Staten Island, or they all run away in the beginning, leaving only black gang bangers and drug dealers to save everyone. An utter garbage movie, where white people - all the military who are running the purge, are white and the plan was set up by white politicians. How the hell did this garbage even get made? Truly a mind bendingly bad movie. The people who made this and starred in it should be ashamed. In our current climate, crap like this certainly isn't needed.",1.0,27 July 2018
Another try to get it right,,4.0,4 July 2018
Exactly what u expect to see. ignore the negative reviews,"I really can't understand those beep negative reviews this movie got so far. ok so it has flaws and is a repetitive sequel // prequel. but u knew that from the start. if u liked the first 3 movies u will like this too. not much different. in fact first half of the movie was good. then it was kind of repetitive but there were a few interested characters like that relationship between the former's gang leader girlfriend and her little brother. the movie is mediocre but it's not far worst than the rest. it's a B movie and also a horror, thriller of that kind. if u are horror fan u can check it out. nothing special but don't deserve an F grade.

for me it gets the average C grade easily.

hope the tv series will be a nice addition to the films.",6.0,30 July 2018
Worst movie I saw this year!,"I never write reviews bit this was SO bad I just had to! Plot was extremly poor, the characters were so boring and predictable and it was borderline rassist having all the bad guys be white and all the others black. And the music was was like a really cheap rap video clip. This movie was so boring and it just didn't end...Waste of time!!",1.0,10 July 2018
Underated,"I've watch some of the other movies from the series and to be honest I think this is the best one. I don't understand why people are hating it. I think it's the only one that has a plot. The acting was perfect! Also, the politics explains the whole ""purge"" situation. I haven't seen anarchy yet but I intend to because I liked this one. It is a solid 6/10 movie with good jump scares and a nice plot twist. I really liked the main protagonists and how they stood together from the beginning. It also showed that people who come from communities that are considered ""bad"" and of no ""value"" tend to create their own dynamics and support each other. The threat was actually the ""outsiders"". I recommend it.",6.0,17 September 2023
Vomit,"Please stop, just stop. Awful and desperate attempt to push garbage agenda.",1.0,2 October 2021
seriously a financial coup,,,26 September 2018
"Quite a decent film, better than the other purge movies.","Started off a bit slowish but built up tempo and as a person who didn't like the other purge movies i actually really enjoyed this one. It was explained why a purge night was to happen although i didn't really know why lol but lots of characters who were likeable and did the film justice. I would have given 8/10 but it only goes up in tens, 7.7/10",7.0,19 June 2019
"Worst movie ever, trust me. 0/10","Had to give this a 1 to who gave this anything more than a 1 I would give it a 0 if I could. If you hate white people you might like this movie. If you have the mind of a 5 year old you might dig it. Acting and plot were also torture. If you are a normal, functional, and rational adult you should you should feel the same.",1.0,2 June 2019
Stylish action/horror prequel,"Not quite as good as the last two entries but up their with the first. Social commentary was ham-fisted and unsubtle, and the message might be hard to swallow for some of the fairer skinned viewers but gives a stark reflection on how the US government has and continues to attempt to destabilize black/brown communities, all through the lease of the The Purge, sanctioned by everybody's favorite cryptofascist political party the New Founding Fathers. The First Purge is B-movie perfection. Blending blaxploitation, action and horror genres while giving you fun set pieces and characters you want to root for, even if they're less than 3 dimensional most of the time.",8.0,6 July 2018
Needs to find a balance,"While my favorite sequel of the franchise so far it still isn't very good. It takes itself way too seriously. For example, the first half of the film is devoted to character development and it does not do a good job with it. The acting in the early scenes is heavy handed and often times unrealistic. As another example, a major pet peeve of mine is when characters constantly answer with ""sis"" or ""bro"". It's just really awkward.

I will give it to the director I really liked the way some of the scenes were filmed. The humor that was injected in when the purge first starts made sense and was enjoyable.

Overall, it's a mindless campy horror film with a heavy handed political message that it keeps throwing in your face as if you can't take all the obvious visual clues. It is a fun view if you want to watch an okay movie or already are a fan of the franchise/genre.",6.0,7 July 2018
What a waste of time,I managed 20 minutes of this film only to realise that this was a not so subtle message about white man suppressing and controlling the black communities. All badies were coincidentally white. When will this crap end?,2.0,16 February 2020
Pure crap!,"Aside from the blatant race baiting, the movie is just laughably awful.",1.0,7 October 2018
Okay,"I think this film has a lot of interesting ideas going on. The beginning of the experiment turns out to be due to an interesting reason, and the film does good to comment on the current political climate. Still, the execution could have been a lot better.",,9 July 2018
Unique and fresh,,7.0,20 September 2019
Awful. Just awful.,"I can't saw much more than what has already been said. But to my disappointment, Michael Bay was a producer of this rubbish. After his excellent 13 Hours (which stayed out of the politics of left and right), he produces this trash? So glad I checked this out for free from the library and didn't spend a dime to watch it in the theaters.",1.0,17 February 2019
Best part of purge,People hate this part for no reason. Really loved how they showed the starting of purge . Lead played their roles nicely and scenes were good too. It was first purge so wasn't expecting that much scenes in it but it impressed me more than all three parts before it. Really liked it.,7.0,21 December 2020
